ID	GOODOPINION	UPGOLD	UPDIAMOND	MATERIAL	ADDSC	ADDATKSC	COLLECTIONS_SCORE	ADDHP	SLOWHP												
130080231 	1656				0.1456	190	19	0													
130080241 	1728				0.1504	196	19	0													
130080251 	1800				0.154	202	20	0													
130080261 	2340				0.1588	208	20	0													
130080271 	2430				0.1636	214	20	0													
130080281 	2520				0.1684	220	21	0													
130080291 	2610				0.1732	226	21	0													
130080301 	2700				0.178	232	22	0													
130080311 	2976				0.1828	238	22	0													
130080321 	3072				0.1876	244	22	0													
130080331 	3168				0.1924	250	24	0													
130080341 	3264				0.1972	256	24	0													
130080351 	3360				0.2008	262	24	0													
130080361 	3888				0.2056	268	25	0													
130080371 	3996				0.2104	274	25	0													
130080381 	4104				0.2152	280	26	0													
130080391 	4212				0.22	286	26	0													
130080401 	4320				0.2248	292	26	0													
130080412 	4920				0.286	370	33	0													
130080422 	5040				0.2908	376	33	0													
130080432 	5160				0.2944	382	33	0													
130080442 	5280				0.2992	388	34	0													
130080452 	5400				0.304	394	34	0													
130080462 	6348				0.3088	400	34	0													
130080472 	6486				0.3136	406	36	0													
130080482 	6624				0.3184	412	36	0													
130080492 	6762				0.3232	418	37	0													
130080502 	6900				0.328	424	37	0													
130080512 	7650				0.3328	430	37	0													
130080522 	7800				0.3376	436	38	0													
130080532 	7950				0.3412	442	38	0													
130080542 	8100				0.346	448	39	0													
130080552 	8250				0.3508	454	39	0													
130080563 	13440				0.412	532	45	0													
130080573 	13680				0.4168	538	45	0													
130080583 	13920				0.4216	544	46	0													
130080593 	14160				0.4264	550	46	0													
130080603 	14400				0.4312	556	48	0													
130080613 	18300				0.4348	562	48	0													
130080623 	18600				0.4396	568	48	0													
130080633 	18900				0.4444	574	49	0													
130080643 	19200				0.4492	580	49	0													
130080653 	19500				0.454	586	50	0													
130080663 	23760				0.4588	592	50	0													
130080673 	24120				0.4636	598	50	0													
130080683 	24480				0.4684	604	51	0													
130080693 	24840				0.4732	610	51	0													
130080703 	25200				0.478	616	52	0													
130080714 	29820				0.538	694	58	0													
130080724 	30240				0.5428	700	58	0													
130080734 	30660				0.5476	706	58	0													
130080744 	31080				0.5524	712	60	0													
130080754 	31500				0.5572	718	60	0													
130080764 	36480				0.562	724	61	0													
130080774 	36960				0.5668	730	61	0													
130080784 	37440				0.5716	736	61	0													
130080794 	37920				0.5752	742	62	0													
130080804 	38400				0.58	748	62	0													
130080814 	43740				0.5848	754	62	0													
130080824 	44280				0.5896	760	63	0													
130080834 	44820				0.5944	766	63	0													
130080844 	45360				0.5992	772	64	0													
130080854 	45900				0.604	778	64	0													
130080865 	51600				0.6652	856	70	0													
130080875 	52200				0.6688	862	70	0													
130080885 	52800				0.6736	868	72	0													
130080895 	53400				0.6784	874	72	0													
130080905 	54000				0.6832	880	73	0													
130080915 	60060				0.688	886	73	0													
130080925 	60720				0.6928	892	73	0													
130080935 	61380				0.6976	898	74	0													
130080945 	62040				0.7024	904	74	0													
130080955 	62700				0.7072	910	75	0													
130080965 	69120				0.712	916	75	0													
130080975 	69840				0.7156	922	75	0													
130080985 	70560				0.7204	928	76	0													
130080995 	71280				0.7252	934	76	0													
130081005 	72000				0.7864	1012	82	0													
130090011 	24				0.0424	0	10	4													
130090021 	48				0.0472	0	11	4													
130090031 	72				0.052	0	11	5													
130090041 	96				0.0568	0	11	5													
130090051 	120				0.0604	0	12	7													
130090061 	252				0.0652	0	12	7													
130090071 	294				0.07	0	14	7													
130090081 	336				0.0748	0	14	8													
130090091 	378				0.0796	0	14	8													
130090101 	420				0.0844	0	15	9													
130090111 	528				0.0892	0	15	9													
130090121 	576				0.094	0	16	10													
130090131 	624				0.0988	0	16	10													
130090141 	672				0.1036	0	16	11													
130090151 	720				0.1072	0	17	11													
130090161 	960				0.112	0	17	13													
130090171 	1020				0.1168	0	17	13													
130090181 	1080				0.1216	0	18	14													
130090191 	1140				0.1264	0	18	14													
130090201 	1200				0.1312	0	20	14													
130090211 	1512				0.136	0	20	15													
130090221 	1584				0.1408	0	20	15													
130090231 	1656				0.1456	0	21	16													
130090241 	1728				0.1504	0	21	16													
130090251 	1800				0.154	0	22	17													
130090261 	2340				0.1588	0	22	17													
130090271 	2430				0.1636	0	22	19													
130090281 	2520				0.1684	0	23	19													
130090291 	2610				0.1732	0	23	20													
130090301 	2700				0.178	0	24	20													
130090311 	2976				0.1828	0	24	21													
130090321 	3072				0.1876	0	24	21													
130090331 	3168				0.1924	0	26	21													
130090341 	3264				0.1972	0	26	22													
130090351 	3360				0.2008	0	26	22													
130090361 	3888				0.2056	0	27	23													
130090371 	3996				0.2104	0	27	23													
130090381 	4104				0.2152	0	28	25													
130090391 	4212				0.22	0	28	25													
130090401 	4320				0.2248	0	28	26													
130090412 	4920				0.286	0	35	33													
130090422 	5040				0.2908	0	35	33													
130090432 	5160				0.2944	0	35	34													
130090442 	5280				0.2992	0	36	34													
130090452 	5400				0.304	0	36	34													
130090462 	6348				0.3088	0	36	35													
130090472 	6486				0.3136	0	38	35													
130090482 	6624				0.3184	0	38	37													
130090492 	6762				0.3232	0	39	37													
130090502 	6900				0.328	0	39	38													
130090512 	7650				0.3328	0	39	38													
130090522 	7800				0.3376	0	40	39													
130090532 	7950				0.3412	0	40	39													
130090542 	8100				0.346	0	41	40													
130090552 	8250				0.3508	0	41	40													
130090563 	13440				0.412	0	47	47													
130090573 	13680				0.4168	0	47	49													
130090583 	13920				0.4216	0	48	49													
130090593 	14160				0.4264	0	48	49													
130090603 	14400				0.4312	0	50	50													
130090613 	18300				0.4348	0	50	50													
130090623 	18600				0.4396	0	50	51													
130090633 	18900				0.4444	0	51	51													
130090643 	19200				0.4492	0	51	52													
130090653 	19500				0.454	0	52	52													
130090663 	23760				0.4588	0	52	53													
130090673 	24120				0.4636	0	52	53													
130090683 	24480				0.4684	0	53	55													
130090693 	24840				0.4732	0	53	55													
130090703 	25200				0.478	0	54	56													
130090714 	29820				0.538	0	60	62													
130090724 	30240				0.5428	0	60	63													
130090734 	30660				0.5476	0	60	63													
130090744 	31080				0.5524	0	62	64													
130090754 	31500				0.5572	0	62	64													
130090764 	36480				0.562	0	63	65													
130090774 	36960				0.5668	0	63	65													
130090784 	37440				0.5716	0	63	67													
130090794 	37920				0.5752	0	64	67													
130090804 	38400				0.58	0	64	68													
130090814 	43740				0.5848	0	64	68													
130090824 	44280				0.5896	0	65	69													
130090834 	44820				0.5944	0	65	69													
130090844 	45360				0.5992	0	66	69													
130090854 	45900				0.604	0	66	70													
130090865 	51600				0.6652	0	72	77													
130090875 	52200				0.6688	0	72	77													
130090885 	52800				0.6736	0	74	79													
130090895 	53400				0.6784	0	74	79													
130090905 	54000				0.6832	0	75	80													
130090915 	60060				0.688	0	75	80													
130090925 	60720				0.6928	0	75	81													
130090935 	61380				0.6976	0	76	81													
130090945 	62040				0.7024	0	76	82													
130090955 	62700				0.7072	0	77	82													
130090965 	69120				0.712	0	77	83													
130090975 	69840				0.7156	0	77	83													
130090985 	70560				0.7204	0	78	83													
130090995 	71280				0.7252	0	78	85													
130091005 	72000				0.7864	0	84	92													
130100011 	24				0.0524	44	9	0													
130100021 	48				0.0572	50	10	0													
130100031 	72				0.062	56	10	0													
130100041 	96				0.0668	62	10	0													
130100051 	120				0.0704	68	11	0													
130100061 	252				0.0752	74	11	0													
130100071 	294				0.08	80	13	0													
130100081 	336				0.0848	86	13	0													
130100091 	378				0.0896	92	13	0													
130100101 	420				0.0944	98	14	0													
130100111 	528				0.0992	104	14	0													
130100121 	576				0.104	110	15	0													
130100131 	624				0.1088	116	15	0													
130100141 	672				0.1136	122	15	0													
130100151 	720				0.1172	128	16	0													
130100161 	960				0.122	134	16	0													
130100171 	1020				0.1268	140	16	0													
130100181 	1080				0.1316	146	17	0													
130100191 	1140				0.1364	152	17	0													
130100201 	1200				0.1412	158	19	0													
130100211 	1512				0.146	164	19	0													
130100221 	1584				0.1508	170	19	0													
130100231 	1656				0.1556	176	20	0													
130100241 	1728				0.1604	182	20	0													
130100251 	1800				0.164	188	21	0													
130100261 	2340				0.1688	194	21	0													
130100271 	2430				0.1736	200	21	0													
130100281 	2520				0.1784	206	22	0													
130100291 	2610				0.1832	212	22	0													
130100301 	2700				0.188	218	23	0													
130100311 	2976				0.1928	224	23	0													
130100321 	3072				0.1976	230	23	0													
130100331 	3168				0.2024	236	25	0													
130100341 	3264				0.2072	242	25	0													
130100351 	3360				0.2108	248	25	0													
130100361 	3888				0.2156	254	26	0													
130100371 	3996				0.2204	260	26	0													
130100381 	4104				0.2252	266	27	0													
130100391 	4212				0.23	272	27	0													
130100401 	4320				0.2348	278	27	0													
130100412 	4920				0.296	356	34	0													
130100422 	5040				0.3008	362	34	0													
130100432 	5160				0.3044	368	34	0													
130100442 	5280				0.3092	374	35	0													
130100452 	5400				0.314	380	35	0													
130100462 	6348				0.3188	386	35	0													
130100472 	6486				0.3236	392	37	0													
130100482 	6624				0.3284	398	37	0													
130100492 	6762				0.3332	404	38	0													
130100502 	6900				0.338	410	38	0													
130100512 	7650				0.3428	416	38	0													
130100522 	7800				0.3476	422	39	0													
130100532 	7950				0.3512	428	39	0													
130100542 	8100				0.356	434	40	0													
130100552 	8250				0.3608	440	40	0													
130100563 	13440				0.422	518	46	0													
130100573 	13680				0.4268	524	46	0													
130100583 	13920				0.4316	530	47	0													
130100593 	14160				0.4364	536	47	0													
130100603 	14400				0.4412	542	49	0													
130100613 	18300				0.4448	548	49	0													
130100623 	18600				0.4496	554	49	0													
130100633 	18900				0.4544	560	50	0													
130100643 	19200				0.4592	566	50	0													
130100653 	19500				0.464	572	51	0													
130100663 	23760				0.4688	578	51	0													
130100673 	24120				0.4736	584	51	0													
130100683 	24480				0.4784	590	52	0													
130100693 	24840				0.4832	596	52	0													
130100703 	25200				0.488	602	53	0													
130100714 	29820				0.548	680	59	0													
130100724 	30240				0.5528	686	59	0													
130100734 	30660				0.5576	692	59	0													
130100744 	31080				0.5624	698	61	0													
130100754 	31500				0.5672	704	61	0													
130100764 	36480				0.572	710	62	0													
130100774 	36960				0.5768	716	62	0													
130100784 	37440				0.5816	722	62	0													
130100794 	37920				0.5852	728	63	0													
130100804 	38400				0.59	734	63	0													
130100814 	43740				0.5948	740	63	0													
130100824 	44280				0.5996	746	64	0													
130100834 	44820				0.6044	752	64	0													
130100844 	45360				0.6092	758	65	0													
130100854 	45900				0.614	764	65	0													
130100865 	51600				0.6752	842	71	0													
130100875 	52200				0.6788	848	71	0													
130100885 	52800				0.6836	854	73	0													
130100895 	53400				0.6884	860	73	0													
130100905 	54000				0.6932	866	74	0													
130100915 	60060				0.698	872	74	0													
130100925 	60720				0.7028	878	74	0													
130100935 	61380				0.7076	884	75	0													
130100945 	62040				0.7124	890	75	0													
130100955 	62700				0.7172	896	76	0													
130100965 	69120				0.722	902	76	0													
130100975 	69840				0.7256	908	76	0													
130100985 	70560				0.7304	914	77	0													
130100995 	71280				0.7352	920	77	0													
130101005 	72000				0.7964	998	83	0													
130110011 	24				0.0424	53	10	0													
130110021 	48				0.0472	59	11	0													
130110031 	72				0.052	65	11	0													
130110041 	96				0.0568	71	11	0													
130110051 	120				0.0604	77	12	0													
130110061 	252				0.0652	83	12	0													
130110071 	294				0.07	89	14	0													
130110081 	336				0.0748	95	14	0													
130110091 	378				0.0796	101	14	0													
130110101 	420				0.0844	107	15	0													
130110111 	528				0.0892	113	15	0													
130110121 	576				0.094	119	16	0													
130110131 	624				0.0988	125	16	0													
130110141 	672				0.1036	131	16	0													
130110151 	720				0.1072	137	17	0													
130110161 	960				0.112	143	17	0													
130110171 	1020				0.1168	149	17	0													
130110181 	1080				0.1216	155	18	0													
130110191 	1140				0.1264	161	18	0													
130110201 	1200				0.1312	167	20	0													
130110211 	1512				0.136	173	20	0													
130110221 	1584				0.1408	179	20	0													
130110231 	1656				0.1456	185	21	0													
130110241 	1728				0.1504	191	21	0													
130110251 	1800				0.154	197	22	0													
130110261 	2340				0.1588	203	22	0													
130110271 	2430				0.1636	209	22	0													
130110281 	2520				0.1684	215	23	0													
130110291 	2610				0.1732	221	23	0													
130110301 	2700				0.178	227	24	0													
130110311 	2976				0.1828	233	24	0													
130110321 	3072				0.1876	239	24	0													
130110331 	3168				0.1924	245	26	0													
130110341 	3264				0.1972	251	26	0													
130110351 	3360				0.2008	257	26	0													
130110361 	3888				0.2056	263	27	0													
130110371 	3996				0.2104	269	27	0													
130110381 	4104				0.2152	275	28	0													
130110391 	4212				0.22	281	28	0													
130110401 	4320				0.2248	287	28	0													
130110412 	4920				0.286	365	35	0													
130110422 	5040				0.2908	371	35	0													
130110432 	5160				0.2944	377	35	0													
130110442 	5280				0.2992	383	36	0													
130110452 	5400				0.304	389	36	0													
130110462 	6348				0.3088	395	36	0													
130110472 	6486				0.3136	401	38	0													
130110482 	6624				0.3184	407	38	0													
130110492 	6762				0.3232	413	39	0													
130110502 	6900				0.328	419	39	0													
130110512 	7650				0.3328	425	39	0													
130110522 	7800				0.3376	431	40	0													
130110532 	7950				0.3412	437	40	0													
130110542 	8100				0.346	443	41	0													
130110552 	8250				0.3508	449	41	0													
130110563 	13440				0.412	527	47	0													
130110573 	13680				0.4168	533	47	0													
130110583 	13920				0.4216	539	48	0													
130110593 	14160				0.4264	545	48	0													
130110603 	14400				0.4312	551	50	0													
130110613 	18300				0.4348	557	50	0													
130110623 	18600				0.4396	563	50	0													
130110633 	18900				0.4444	569	51	0													
130110643 	19200				0.4492	575	51	0													
130110653 	19500				0.454	581	52	0													
130110663 	23760				0.4588	587	52	0													
130110673 	24120				0.4636	593	52	0													
130110683 	24480				0.4684	599	53	0													
130110693 	24840				0.4732	605	53	0													
130110703 	25200				0.478	611	54	0													
130110714 	29820				0.538	689	60	0													
130110724 	30240				0.5428	695	60	0													
130110734 	30660				0.5476	701	60	0													
130110744 	31080				0.5524	707	62	0													
130110754 	31500				0.5572	713	62	0													
130110764 	36480				0.562	719	63	0													
130110774 	36960				0.5668	725	63	0													
130110784 	37440				0.5716	731	63	0													
130110794 	37920				0.5752	737	64	0													
130110804 	38400				0.58	743	64	0													
130110814 	43740				0.5848	749	64	0													
130110824 	44280				0.5896	755	65	0													
130110834 	44820				0.5944	761	65	0													
130110844 	45360				0.5992	767	66	0													
130110854 	45900				0.604	773	66	0													
130110865 	51600				0.6652	851	72	0													
130110875 	52200				0.6688	857	72	0													
130110885 	52800				0.6736	863	74	0													
130110895 	53400				0.6784	869	74	0													
130110905 	54000				0.6832	875	75	0													
130110915 	60060				0.688	881	75	0													
130110925 	60720				0.6928	887	75	0													
130110935 	61380				0.6976	893	76	0													
130110945 	62040				0.7024	899	76	0													
130110955 	62700				0.7072	905	77	0													
130110965 	69120				0.712	911	77	0													
130110975 	69840				0.7156	917	77	0													
130110985 	70560				0.7204	923	78	0													
130110995 	71280				0.7252	929	78	0													
130111005 	72000				0.7864	1007	84	0													
130120011 	24				0.0624	0	10	6													
130120021 	48				0.0672	0	11	6													
130120031 	72				0.072	0	11	7													
130120041 	96				0.0768	0	11	7													
130120051 	120				0.0804	0	12	9													
130120061 	252				0.0852	0	12	9													
130120071 	294				0.09	0	14	9													
130120081 	336				0.0948	0	14	10													
130120091 	378				0.0996	0	14	10													
130120101 	420				0.1044	0	15	11													
130120111 	528				0.1092	0	15	11													
130120121 	576				0.114	0	16	12													
130120131 	624				0.1188	0	16	12													
130120141 	672				0.1236	0	16	13													
130120151 	720				0.1272	0	17	13													
130120161 	960				0.132	0	17	15													
130120171 	1020				0.1368	0	17	15													
130120181 	1080				0.1416	0	18	16													
130120191 	1140				0.1464	0	18	16													
130120201 	1200				0.1512	0	20	16													
130120211 	1512				0.156	0	20	17													
130120221 	1584				0.1608	0	20	17													
130120231 	1656				0.1656	0	21	18													
130120241 	1728				0.1704	0	21	18													
130120251 	1800				0.174	0	22	19													
130120261 	2340				0.1788	0	22	19													
130120271 	2430				0.1836	0	22	21													
130120281 	2520				0.1884	0	23	21													
130120291 	2610				0.1932	0	23	22													
130120301 	2700				0.198	0	24	22													
130120311 	2976				0.2028	0	24	23													
130120321 	3072				0.2076	0	24	23													
130120331 	3168				0.2124	0	26	23													
130120341 	3264				0.2172	0	26	24													
130120351 	3360				0.2208	0	26	24													
130120361 	3888				0.2256	0	27	25													
130120371 	3996				0.2304	0	27	25													
130120381 	4104				0.2352	0	28	27													
130120391 	4212				0.24	0	28	27													
130120401 	4320				0.2448	0	28	28													
130120412 	4920				0.306	0	35	35													
130120422 	5040				0.3108	0	35	35													
130120432 	5160				0.3144	0	35	36													
130120442 	5280				0.3192	0	36	36													
130120452 	5400				0.324	0	36	36													
130120462 	6348				0.3288	0	36	37													
130120472 	6486				0.3336	0	38	37													
130120482 	6624				0.3384	0	38	39													
130120492 	6762				0.3432	0	39	39													
130120502 	6900				0.348	0	39	40													
130120512 	7650				0.3528	0	39	40													
130120522 	7800				0.3576	0	40	41													
130120532 	7950				0.3612	0	40	41													
130120542 	8100				0.366	0	41	42													
130120552 	8250				0.3708	0	41	42													
130120563 	13440				0.432	0	47	49													
130120573 	13680				0.4368	0	47	51													
130120583 	13920				0.4416	0	48	51													
130120593 	14160				0.4464	0	48	51													
130120603 	14400				0.4512	0	50	52													
130120613 	18300				0.4548	0	50	52													
130120623 	18600				0.4596	0	50	53													
130120633 	18900				0.4644	0	51	53													
130120643 	19200				0.4692	0	51	54													
130120653 	19500				0.474	0	52	54													
130120663 	23760				0.4788	0	52	55													
130120673 	24120				0.4836	0	52	55													
130120683 	24480				0.4884	0	53	57													
130120693 	24840				0.4932	0	53	57													
130120703 	25200				0.498	0	54	58													
130120714 	29820				0.558	0	60	64													
130120724 	30240				0.5628	0	60	65													
130120734 	30660				0.5676	0	60	65													
130120744 	31080				0.5724	0	62	66													
130120754 	31500				0.5772	0	62	66													
130120764 	36480				0.582	0	63	67													
130120774 	36960				0.5868	0	63	67													
130120784 	37440				0.5916	0	63	69													
130120794 	37920				0.5952	0	64	69													
130120804 	38400				0.6	0	64	70													
130120814 	43740				0.6048	0	64	70													
130120824 	44280				0.6096	0	65	71													
130120834 	44820				0.6144	0	65	71													
130120844 	45360				0.6192	0	66	71													
130120854 	45900				0.624	0	66	72													
130120865 	51600				0.6852	0	72	79													
130120875 	52200				0.6888	0	72	79													
130120885 	52800				0.6936	0	74	81													
130120895 	53400				0.6984	0	74	81													
130120905 	54000				0.7032	0	75	82													
130120915 	60060				0.708	0	75	82													
130120925 	60720				0.7128	0	75	83													
130120935 	61380				0.7176	0	76	83													
130120945 	62040				0.7224	0	76	84													
130120955 	62700				0.7272	0	77	84													
130120965 	69120				0.732	0	77	85													
130120975 	69840				0.7356	0	77	85													
130120985 	70560				0.7404	0	78	85													
130120995 	71280				0.7452	0	78	87													
130121005 	72000				0.8064	0	84	94													
130130011 	24				0.0424	58	0	4													
130130021 	48				0.0472	64	0	4													
130130031 	72				0.052	70	0	5													
130130041 	96				0.0568	76	0	5													
130130051 	120				0.0604	82	0	7													
130130061 	252				0.0652	88	0	7													
130130071 	294				0.07	94	0	7													
130130081 	336				0.0748	100	0	8													
130130091 	378				0.0796	106	0	8													
130130101 	420				0.0844	112	0	9													
130130111 	528				0.0892	118	0	9													
130130121 	576				0.094	124	0	10													
130130131 	624				0.0988	130	0	10													
130130141 	672				0.1036	136	0	11													
130130151 	720				0.1072	142	0	11													
130130161 	960				0.112	148	0	13													
130130171 	1020				0.1168	154	0	13													
130130181 	1080				0.1216	160	0	14													
130130191 	1140				0.1264	166	0	14													
130130201 	1200				0.1312	172	0	14													
130130211 	1512				0.136	178	0	15													
130130221 	1584				0.1408	184	0	15													
130130231 	1656				0.1456	190	0	16													
130130241 	1728				0.1504	196	0	16													
130130251 	1800				0.154	202	0	17													
130130261 	2340				0.1588	208	0	17													
130130271 	2430				0.1636	214	0	19													
130130281 	2520				0.1684	220	0	19													
130130291 	2610				0.1732	226	0	20													
130130301 	2700				0.178	232	0	20													
130130311 	2976				0.1828	238	0	21													
130130321 	3072				0.1876	244	0	21													
130130331 	3168				0.1924	250	0	21													
130130341 	3264				0.1972	256	0	22													
130130351 	3360				0.2008	262	0	22													
130130361 	3888				0.2056	268	0	23													
130130371 	3996				0.2104	274	0	23													
130130381 	4104				0.2152	280	0	25													
130130391 	4212				0.22	286	0	25													
130130401 	4320				0.2248	292	0	26													
130130412 	4920				0.286	370	0	33													
130130422 	5040				0.2908	376	0	33													
130130432 	5160				0.2944	382	0	34													
130130442 	5280				0.2992	388	0	34													
130130452 	5400				0.304	394	0	34													
130130462 	6348				0.3088	400	0	35													
130130472 	6486				0.3136	406	0	35													
130130482 	6624				0.3184	412	0	37													
130130492 	6762				0.3232	418	0	37													
130130502 	6900				0.328	424	0	38													
130130512 	7650				0.3328	430	0	38													
130130522 	7800				0.3376	436	0	39													
130130532 	7950				0.3412	442	0	39													
130130542 	8100				0.346	448	0	40													
130130552 	8250				0.3508	454	0	40													
130130563 	13440				0.412	532	0	47													
130130573 	13680				0.4168	538	0	49													
130130583 	13920				0.4216	544	0	49													
130130593 	14160				0.4264	550	0	49													
130130603 	14400				0.4312	556	0	50													
130130613 	18300				0.4348	562	0	50													
130130623 	18600				0.4396	568	0	51													
130130633 	18900				0.4444	574	0	51													
130130643 	19200				0.4492	580	0	52													
130130653 	19500				0.454	586	0	52													
130130663 	23760				0.4588	592	0	53													
130130673 	24120				0.4636	598	0	53													
130130683 	24480				0.4684	604	0	55													
130130693 	24840				0.4732	610	0	55													
130130703 	25200				0.478	616	0	56													
130130714 	29820				0.538	694	0	62													
130130724 	30240				0.5428	700	0	63													
130130734 	30660				0.5476	706	0	63													
130130744 	31080				0.5524	712	0	64													
130130754 	31500				0.5572	718	0	64													
130130764 	36480				0.562	724	0	65													
130130774 	36960				0.5668	730	0	65													
130130784 	37440				0.5716	736	0	67													
130130794 	37920				0.5752	742	0	67													
130130804 	38400				0.58	748	0	68													
130130814 	43740				0.5848	754	0	68													
130130824 	44280				0.5896	760	0	69													
130130834 	44820				0.5944	766	0	69													
130130844 	45360				0.5992	772	0	69													
130130854 	45900				0.604	778	0	70													
130130865 	51600				0.6652	856	0	77													
130130875 	52200				0.6688	862	0	77													
130130885 	52800				0.6736	868	0	79													
130130895 	53400				0.6784	874	0	79													
130130905 	54000				0.6832	880	0	80													
130130915 	60060				0.688	886	0	80													
130130925 	60720				0.6928	892	0	81													
130130935 	61380				0.6976	898	0	81													
130130945 	62040				0.7024	904	0	82													
130130955 	62700				0.7072	910	0	82													
130130965 	69120				0.712	916	0	83													
130130975 	69840				0.7156	922	0	83													
130130985 	70560				0.7204	928	0	83													
130130995 	71280				0.7252	934	0	85													
130131005 	72000				0.7864	1012	0	92													
130140011 	24				0	55	6	5													
130140021 	48				0	61	7	5													
130140031 	72				0	67	7	6													
130140041 	96				0	73	7	6													
130140051 	120				0	79	8	8													
130140061 	252				0	85	8	8													
130140071 	294				0	91	10	8													
130140081 	336				0	97	10	9													
130140091 	378				0	103	10	9													
130140101 	420				0	109	11	10													
130140111 	528				0	115	11	10													
130140121 	576				0	121	12	11													
130140131 	624				0	127	12	11													
130140141 	672				0	133	12	12													
130140151 	720				0	139	13	12													
130140161 	960				0	145	13	14													
130140171 	1020				0	151	13	14													
130140181 	1080				0	157	14	15													
130140191 	1140				0	163	14	15													
130140201 	1200				0	169	16	15													
130140211 	1512				0	175	16	16													
130140221 	1584				0	181	16	16													
130140231 	1656				0	187	17	17													
130140241 	1728				0	193	17	17													
130140251 	1800				0	199	18	18													
130140261 	2340				0	205	18	18													
130140271 	2430				0	211	18	20													
130140281 	2520				0	217	19	20													
130140291 	2610				0	223	19	21													
130140301 	2700				0	229	20	21													
130140311 	2976				0	235	20	22													
130140321 	3072				0	241	20	22													
130140331 	3168				0	247	22	22													
130140341 	3264				0	253	22	23													
130140351 	3360				0	259	22	23													
130140361 	3888				0	265	23	24													
130140371 	3996				0	271	23	24													
130140381 	4104				0	277	24	26													
130140391 	4212				0	283	24	26													
130140401 	4320				0	289	24	27													
130140412 	4920				0	367	31	34													
130140422 	5040				0	373	31	34													
130140432 	5160				0	379	31	35													
130140442 	5280				0	385	32	35													
130140452 	5400				0	391	32	35													
130140462 	6348				0	397	32	36													
130140472 	6486				0	403	34	36													
130140482 	6624				0	409	34	38													
130140492 	6762				0	415	35	38													
130140502 	6900				0	421	35	39													
130140512 	7650				0	427	35	39													
130140522 	7800				0	433	36	40													
130140532 	7950				0	439	36	40													
130140542 	8100				0	445	37	41													
130140552 	8250				0	451	37	41													
130140563 	13440				0	529	43	48													
130140573 	13680				0	535	43	50													
130140583 	13920				0	541	44	50													
130140593 	14160				0	547	44	50													
130140603 	14400				0	553	46	51													
130140613 	18300				0	559	46	51													
130140623 	18600				0	565	46	52													
130140633 	18900				0	571	47	52													
130140643 	19200				0	577	47	53													
130140653 	19500				0	583	48	53													
130140663 	23760				0	589	48	54													
130140673 	24120				0	595	48	54													
130140683 	24480				0	601	49	56													
130140693 	24840				0	607	49	56													
130140703 	25200				0	613	50	57													
130140714 	29820				0	691	56	63													
130140724 	30240				0	697	56	64													
130140734 	30660				0	703	56	64													
130140744 	31080				0	709	58	65													
130140754 	31500				0	715	58	65													
130140764 	36480				0	721	59	66													
130140774 	36960				0	727	59	66													
130140784 	37440				0	733	59	68													
130140794 	37920				0	739	60	68													
130140804 	38400				0	745	60	69													
130140814 	43740				0	751	60	69													
130140824 	44280				0	757	61	70													
130140834 	44820				0	763	61	70													
130140844 	45360				0	769	62	70													
130140854 	45900				0	775	62	71													
130140865 	51600				0	853	68	78													
130140875 	52200				0	859	68	78													
130140885 	52800				0	865	70	80													
130140895 	53400				0	871	70	80													
130140905 	54000				0	877	71	81													
130140915 	60060				0	883	71	81													
130140925 	60720				0	889	71	82													
130140935 	61380				0	895	72	82													
130140945 	62040				0	901	72	83													
130140955 	62700				0	907	73	83													
130140965 	69120				0	913	73	84													
130140975 	69840				0	919	73	84													
130140985 	70560				0	925	74	84													
130140995 	71280				0	931	74	86													
130141005 	72000				0	1009	80	93													
130150011 	28				0.0678	0	4	10													
130150021 	56				0.0734	0	6	10													
130150031 	84				0.079	0	6	11													
130150041 	112				0.0846	0	6	11													
130150051 	140				0.0888	0	7	13													
130150061 	294				0.0944	0	7	13													
130150071 	343				0.1	0	9	13													
130150081 	392				0.1056	0	9	14													
130150091 	441				0.1112	0	9	14													
130150101 	490				0.1168	0	10	15													
130150111 	616				0.1224	0	10	15													
130150121 	672				0.128	0	11	17													
130150131 	728				0.1336	0	11	17													
130150141 	784				0.1392	0	11	18													
130150151 	840				0.1434	0	13	18													
130150161 	1120				0.149	0	13	20													
130150171 	1190				0.1546	0	13	20													
130150181 	1260				0.1602	0	14	21													
130150191 	1330				0.1658	0	14	21													
130150201 	1400				0.1714	0	16	21													
130150211 	1764				0.177	0	16	22													
130150221 	1848				0.1826	0	16	22													
130150231 	1932				0.1882	0	17	24													
130150241 	2016				0.1938	0	17	24													
130150251 	2100				0.198	0	18	25													
130150261 	2730				0.2036	0	18	25													
130150271 	2835				0.2092	0	18	27													
130150281 	2940				0.2148	0	20	27													
130150291 	3045				0.2204	0	20	28													
130150301 	3150				0.226	0	21	28													
130150311 	3472				0.2316	0	21	29													
130150321 	3584				0.2372	0	21	29													
130150331 	3696				0.2428	0	23	29													
130150341 	3808				0.2484	0	23	31													
130150351 	3920				0.2526	0	23	31													
130150361 	4536				0.2582	0	24	32													
130150371 	4662				0.2638	0	24	32													
130150381 	4788				0.2694	0	25	34													
130150391 	4914				0.275	0	25	34													
130150401 	5040				0.2806	0	25	35													
130150412 	5740				0.352	0	34	43													
130150422 	5880				0.3576	0	34	43													
130150432 	6020				0.3618	0	34	45													
130150442 	6160				0.3674	0	35	45													
130150452 	6300				0.373	0	35	45													
