ID	SEE	STATISTICS	NAME	DRESSDESC	RANK	GOLD	DIAMONDS	MATERIAL	BASE_HP	COLLECTIONS_SCORE	ADD_KILLSCORE	SCORE_PEN	BASE_ATK	SKILL1	SKILL2	SKILL3	RED_SCORE	NOTE_SCORE	COLLECTIONS1_SCORE	COLLECTIONS2_SCORE	TIME	DRESS_DESC	ICON_ATLAS	ICON_SPRITE	ICON_SPRITE_GIRL	MODEL_MALE	MODEL_GIRL	POSITION	ROTATION	SCALE	HEIGHT	GRAVITY	ACC	JUMP_HEIGHT	SPEED	BASE_SP	OPEN_CLOSE	CLAIM_UNLOCK_CLOTH	CLAIM_CLOTU_FINISH_OBJ	CLAIM_CLOTU_FINISH_VALUE	CLAIM_LOCK_PRICE_VALUE	CLAIM_UNLOCK_PRICE_VALUE	
12003026 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	19760	0		138	26	230	0.14	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003027 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	21320	0		141	27	235	0.144	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003028 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	22880	0		144	28	240	0.148	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003029 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	24440	0		147	29	245	0.152	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003030 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	26000	0		150	30	250	0.156	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003031 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	50		153	31	255	0.16	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003032 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	50		156	32	260	0.164	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003033 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	50		159	33	265	0.168	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003034 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	50		162	34	270	0.172	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003035 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	50		165	35	275	0.176	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003036 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	55		168	36	280	0.18	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003037 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	55		171	37	285	0.184	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003038 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	55		174	38	290	0.188	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003039 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	55		177	39	295	0.192	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003040 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	55		180	40	300	0.196	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003041 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	60		183	41	305	0.2	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003042 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	60		186	42	310	0.204	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003043 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	60		189	43	315	0.208	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003044 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	60		192	44	320	0.212	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003045 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	60		195	45	325	0.216	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003046 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	65		198	46	330	0.22	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003047 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	65		201	47	335	0.224	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003048 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	65		204	48	340	0.228	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003049 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	65		207	49	345	0.232	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003050 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	65		210	50	350	0.236	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003051 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	70		213	51	355	0.24	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003052 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	70		216	52	360	0.244	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003053 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	70		219	53	365	0.248	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003054 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	70		222	54	370	0.252	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003055 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	70		225	55	375	0.256	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003056 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	75		228	56	380	0.26	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003057 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	75		231	57	385	0.264	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003058 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	75		234	58	390	0.268	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003059 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	75		237	59	395	0.272	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003060 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	0	75		240	60	400	0.276	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12004011 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	5720	0		111	11	155	0.08	1									尚未开放，敬请期待		Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh	0;0;0	0;130;0	1.5;1.5;1.5													
12004012 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	6240	0		112	12	160	0.084	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004013 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	6760	0		113	13	165	0.088	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004014 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	7280	0		114	14	170	0.092	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004015 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	7800	0		115	15	175	0.096	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004016 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	8320	0		116	16	180	0.1	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004017 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	8840	0		117	17	185	0.104	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004018 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	9360	0		118	18	190	0.108	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004019 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	9880	0		119	19	195	0.112	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004020 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	10400	0		120	20	200	0.116	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004021 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	11960	0		123	21	205	0.12	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004022 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	13520	0		126	22	210	0.124	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004023 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	15080	0		129	23	215	0.128	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004024 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	16640	0		132	24	220	0.132	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004025 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	18200	0		135	25	225	0.136	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004026 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	19760	0		138	26	230	0.14	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004027 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	21320	0		141	27	235	0.144	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004028 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	22880	0		144	28	240	0.148	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004029 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	24440	0		147	29	245	0.152	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004030 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	26000	0		150	30	250	0.156	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004031 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	50		153	31	255	0.16	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004032 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	50		156	32	260	0.164	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004033 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	50		159	33	265	0.168	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004034 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	50		162	34	270	0.172	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004035 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	50		165	35	275	0.176	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004036 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	55		168	36	280	0.18	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004037 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	55		171	37	285	0.184	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004038 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	55		174	38	290	0.188	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004039 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	55		177	39	295	0.192	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004040 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	55		180	40	300	0.196	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004041 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	60		183	41	305	0.2	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004042 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	60		186	42	310	0.204	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004043 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	60		189	43	315	0.208	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004044 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	60		192	44	320	0.212	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004045 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	60		195	45	325	0.216	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004046 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	65		198	46	330	0.22	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004047 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	65		201	47	335	0.224	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004048 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	65		204	48	340	0.228	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004049 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	65		207	49	345	0.232	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004050 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	65		210	50	350	0.236	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004051 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	70		213	51	355	0.24	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004052 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	70		216	52	360	0.244	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
12004053 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	狮子耳	狮子是万兽之王	A	0	70		219	53	365	0.248	1											Tz_szh_icon	Tz_szh_icon	player_male_szh	player_girl_szh																
