ID	NAME	EQUIPMENTDESC	TYPE	TODRESSID	TOPETID	RANK	UPGOLD	UPRATE	UPDIAMOND	ADDHP	ADDITEMR	SLOWHP	ELFSOCRE	ADDATKSC	ADDSC	ADDEXP	ADDGOLD	TWOJUMPSOCRE	MOREJUMPSOCRE	SUBATKDMG	SUBDROPDMG	MISATKDMG	ADDSUCKHP	ADDSUCKTIME	ADDGODTIME	LIGHT_PE	TASK_PE	ENERGY	ENERGYJUMP	DIAMOND_PE	ADDJUMP	MATERIAL	ATK	CDDOWM	SPEED	NOTE	SPTINT	VOLPLANE	NEVER	JUMPTIME	SKILLBUFF	EQUIPMENT_ICON													
14028007 	携带饲料	草泥马音符得分增加350	2			A	11800	0.26	96																											350						Zb_xdsl_icon													
14028008 	携带饲料	草泥马音符得分增加400	2			A	12800	0.16	108																											400						Zb_xdsl_icon													
14028009 	携带饲料	草泥马音符得分增加450	2			A	13800	0.1	120																											450						Zb_xdsl_icon													
14028010 	携带饲料	草泥马音符得分增加500	2			A																														500						Zb_xdsl_icon													
14029001 	外星弹簧	当坐骑为UFO时，多段跳得分增加200	2			A	5800	0.86	24										200																							Zb_wxth_icon													
14029002 	外星弹簧	当坐骑为UFO时，多段跳得分增加400	2			A	6800	0.76	36										400																							Zb_wxth_icon													
14029003 	外星弹簧	当坐骑为UFO时，多段跳得分增加600	2			A	7800	0.66	48										600																							Zb_wxth_icon													
14029004 	外星弹簧	当坐骑为UFO时，多段跳得分增加800	2			A	8800	0.56	60										800																							Zb_wxth_icon													
14029005 	外星弹簧	当坐骑为UFO时，多段跳得分增加1000	2			A	9800	0.46	72										1000																							Zb_wxth_icon													
14029006 	外星弹簧	当坐骑为UFO时，多段跳得分增加1200	2			A	10800	0.36	84										1200																							Zb_wxth_icon													
14029007 	外星弹簧	当坐骑为UFO时，多段跳得分增加1400	2			A	11800	0.26	96										1400																							Zb_wxth_icon													
14029008 	外星弹簧	当坐骑为UFO时，多段跳得分增加1600	2			A	12800	0.16	108										1600																							Zb_wxth_icon													
14029009 	外星弹簧	当坐骑为UFO时，多段跳得分增加1800	2			A	13800	0.1	120										1800																							Zb_wxth_icon													
14029010 	外星弹簧	当坐骑为UFO时，多段跳得分增加2000	2			A													2000																							Zb_wxth_icon													
14030001 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.55	2			A	5800	0.86	24																												0.55					Zb_bxdqt_icon													
14030002 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.6	2			A	6800	0.76	36																												0.6					Zb_bxdqt_icon													
14030003 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.65	2			A	7800	0.66	48																												0.65					Zb_bxdqt_icon													
14030004 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.7	2			A	8800	0.56	60																												0.7					Zb_bxdqt_icon													
14030005 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.75	2			A	9800	0.46	72																												0.75					Zb_bxdqt_icon													
14030006 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.8	2			A	10800	0.36	84																												0.8					Zb_bxdqt_icon													
14030007 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.85	2			A	11800	0.26	96																												0.85					Zb_bxdqt_icon													
14030008 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.9	2			A	12800	0.16	108																												0.9					Zb_bxdqt_icon													
14030009 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间0.95	2			A	13800	0.1	120																												0.95					Zb_bxdqt_icon													
14030010 	便携打气筒	当坐骑为大黄鸭时，延长开局冲刺的时间1	2			A																															1					Zb_bxdqt_icon													
14031001 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2929	2			A	5800	0.86	24																				29											29	JUMPTIME=1010002	Zb_qcxq_icon													
14031002 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2828	2			A	6800	0.76	36																				28											28	JUMPTIME=1010002	Zb_qcxq_icon													
14031003 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2727	2			A	7800	0.66	48																				27											27	JUMPTIME=1010002	Zb_qcxq_icon													
14031004 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2626	2			A	8800	0.56	60																				26											26	JUMPTIME=1010002	Zb_qcxq_icon													
14031005 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2525	2			A	9800	0.46	72																				25											25	JUMPTIME=1010002	Zb_qcxq_icon													
14031006 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2424	2			A	10800	0.36	84																				24											24	JUMPTIME=1010002	Zb_qcxq_icon													
14031007 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2323	2			A	11800	0.26	96																				23											23	JUMPTIME=1010002	Zb_qcxq_icon													
14031008 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2222	2			A	12800	0.16	108																				22											22	JUMPTIME=1010002	Zb_qcxq_icon													
14031009 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2121	2			A	13800	0.1	120																				21											21	JUMPTIME=1010002	Zb_qcxq_icon													
14031010 	七彩项圈	当坐骑为彩虹猫时，游戏中会生成增加极限爆发槽的碎片，冷却时间2020	2			A																							20											20	JUMPTIME=1010002	Zb_qcxq_icon													
14032001 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分200	2		101	A	5800	0.86	24																													200				Zb_mfghhz_icon													
14032002 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分400	2		101	A	6800	0.76	36																													400				Zb_mfghhz_icon													
14032003 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分600	2		101	A	7800	0.66	48																													600				Zb_mfghhz_icon													
14032004 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分800	2		101	A	8800	0.56	60																													800				Zb_mfghhz_icon													
14032005 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分1000	2		101	A	9800	0.46	72																													1000				Zb_mfghhz_icon													
14032006 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分1200	2		101	A	10800	0.36	84																													1200				Zb_mfghhz_icon													
14032007 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分1400	2		101	A	11800	0.26	96																													1400				Zb_mfghhz_icon													
14032008 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分1600	2		101	A	12800	0.16	108																													1600				Zb_mfghhz_icon													
14032009 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分1800	2		101	A	13800	0.1	120																													1800				Zb_mfghhz_icon													
14032010 	魔法公会徽章	当飞翔萌宠为哈比时，滑翔时增加得分2000	2		101	A																																2000				Zb_mfghhz_icon													
14033001 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分350	2		102	S	10800	0.82	36										350																							Zb_mfb_icon													
14033002 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分400	2		102	S	13300	0.72	54										400																							Zb_mfb_icon													
14033003 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分450	2		102	S	15800	0.62	72										450																							Zb_mfb_icon													
14033004 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分500	2		102	S	18300	0.52	90										500																							Zb_mfb_icon													
14033005 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分550	2		102	S	20800	0.42	108										550																							Zb_mfb_icon													
14033006 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分600	2		102	S	23300	0.32	126										600																							Zb_mfb_icon													
14033007 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分650	2		102	S	25800	0.22	144										650																							Zb_mfb_icon													
14033008 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分700	2		102	S	28300	0.12	162										700																							Zb_mfb_icon													
14033009 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分750	2		102	S	30800	0.06	180										750																							Zb_mfb_icon													
14033010 	魔法棒	当飞翔萌宠为小可时，多段跳额外得分800	2		102	S													800																							Zb_mfb_icon													
14034001 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	5800	0.86	24																																	Zb_xydfj_icon													
14034002 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	6800	0.76	36																																	Zb_xydfj_icon													
14034003 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	7800	0.66	48																																	Zb_xydfj_icon													
14034004 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	8800	0.56	60																																	Zb_xydfj_icon													
14034005 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	9800	0.46	72																																	Zb_xydfj_icon													
14034006 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	10800	0.36	84																																	Zb_xydfj_icon													
14034007 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	11800	0.26	96																																	Zb_xydfj_icon													
14034008 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	12800	0.16	108																																	Zb_xydfj_icon													
14034009 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A	13800	0.1	120																																	Zb_xydfj_icon													
14034010 	小圆的发夹	当飞翔萌宠为丘比时，丘比不会丢出具有负面影响的道具	2		103	A																																				Zb_xydfj_icon													
14035001 	匕首模型	吸血效果，击败19个敌人增加2点体力	2			SS	14600	0.81	42														19																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035002 	匕首模型	吸血效果，击败18个敌人增加2点体力	2			SS	17600	0.71	66														18																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035003 	匕首模型	吸血效果，击败17个敌人增加2点体力	2			SS	20600	0.61	90														17																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035004 	匕首模型	吸血效果，击败16个敌人增加2点体力	2			SS	23600	0.51	114														16																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035005 	匕首模型	吸血效果，击败15个敌人增加2点体力	2			SS	26600	0.41	138														15																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035006 	匕首模型	吸血效果，击败14个敌人增加2点体力	2			SS	29600	0.31	162														14																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035007 	匕首模型	吸血效果，击败13个敌人增加2点体力	2			SS	32600	0.21	186														13																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035008 	匕首模型	吸血效果，击败12个敌人增加2点体力	2			SS	35600	0.11	210														12																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035009 	匕首模型	吸血效果，击败11个敌人增加2点体力	2			SS	38600	0.03	234														11																		ADDSUCKHP=1010001	Zb_bsmx_icon													
14035010 	匕首模型	吸血效果，击败10个敌人增加2点体力	2			SS																	10																		ADDSUCKHP=1010001	Zb_bsmx_icon													
